,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
2012-01-01,210374.30971035745,278369.3156213256,128849.805046968,252347.32360101832,272300.4295849814,132260.63232238055,94106.29532114584,288697.69661414815,136243.02302725625,224370.09600216118,211460.6317224436,143061.52042165853,359521.5734282755,128340.60291694326,413982.7107409797,203435.98501175875,186101.0251616872,117369.62629028114,182760.42854103996,154747.29172305088,149141.63436055367,240492.92961551654,153284.1595980092,136035.85864589317,146759.3148366974,212001.47264704105,131169.20595878162,197831.8558221513,161369.67188037938,211016.4380790825,245599.22040562282,176811.24086783486,117087.77755504921,147583.69104468395,113849.06835731234,110370.15530563584,111588.0147777043,99946.74708255609,141751.47822504005,164296.44432866192,233072.24963001735,103749.15218819899,119148.04889032229,112857.70039976265,217623.51548354595,200208.4737784088,107186.8763863804,147055.83038471176,125098.6999874139,117968.40683478328,109806.65626857488
2012-02-01,210580.29916244335,277815.5124769037,128970.8815683805,252137.9378824179,271764.3998203098,132414.64488210957,94188.67147399481,287924.1918804343,137084.49451533033,223494.72351375487,211845.073576064,142129.20984659053,359778.6018533109,128217.3640587442,414711.804277025,202997.9193368764,186264.5716845307,116978.47792954439,182924.04143623877,154535.09929543288,149183.2760306243,240063.57911055945,153217.03248171447,136333.52348356042,146578.00262070497,212358.5147339129,131222.3911372324,197533.9373382677,161250.6099059267,210300.63337943982,246280.21173471236,176330.59851769157,117150.55818901987,147316.0591430023,113995.3879906321,110317.81490669814,111551.86679341555,100088.67175014749,142093.66557450607,164672.29494042267,232256.37597772887,103833.62342281472,118980.91932173971,112836.890301949,216604.6870413276,200966.03031565473,107147.0810504908,147283.17142467533,124811.61286265236,118055.44813866769,109576.84194115303
2012-03-01,211210.79512175618,277193.0813459136,129164.55675140175,252328.83672483018,272311.5093316159,132689.17036832302,94462.9101612552,287379.00035582745,137865.6868928679,222577.7349559882,212301.12422118476,141597.46850057377,360063.7162263137,127895.03496940403,414627.18289859686,202934.1217461247,186785.91882360354,117095.70097496569,183493.18103711985,154894.5981187008,149334.05743182465,240091.8455505526,153540.56604585794,136738.27921251862,146657.19564542046,213136.54060687404,131555.8101904464,197719.9087778581,161327.7304170543,209953.2509851446,247064.20630014237,176021.35646270492,117479.65357166341,147264.8367769563,114226.98074619858,110177.97949804521,111735.08572914779,100264.13703250012,142797.96400487612,165395.29989149448,232119.50835497133,104138.13160744794,119037.81284388962,113050.85840218801,215715.7721751683,201976.63179272437,107162.65059999823,147838.64798696464,124777.41765322546,118433.42610626819,109576.20833254843
2012-04-01,212181.03056596266,276768.0441810102,129525.5271972207,252727.22433695514,273132.29585079505,132965.3244467552,95004.61797495022,287279.2345115117,139338.37648429078,221518.34876601197,212655.4017566361,141143.0923523203,360054.44715272705,127453.25189175944,413623.3290397709,203311.10838855337,187779.04317499243,117419.09129456345,184215.01003312753,155546.48359644544,149385.68164471947,240851.65436298028,154018.64423201818,137193.07287814596,146964.4967659507,214258.93757941955,132015.61276285688,198066.16038163195,161470.38266921588,209723.13665904492,247898.8275187473,176199.17565115006,117983.0249641458,147438.15039768827,114513.31382282398,110114.08414724615,112076.22687136703,100270.79317271021,143893.55958177825,166203.73131879768,232218.46317391322,104636.87126625369,119335.08962972536,113395.27830309235,214439.61768274967,202983.50773363977,107206.33534276164,148649.8882712033,125011.40597180398,119054.70766610645,109777.8228911562
2012-05-01,213246.26840922658,276961.4488186448,129992.84781142483,253224.16212352796,273823.71041327243,133273.571476509,95726.38482687665,287752.45045908156,141445.62726777134,220631.17687530615,213211.3540627621,140825.47921764085,360722.61698848516,127458.87414371909,412990.02385347727,203778.11698274277,189145.27003129118,117897.69526043888,185141.82835556814,156359.1507775313,149740.1654044992,241613.47768702477,154475.0057479435,137618.40921095718,147326.19179641732,215170.5434714558,132402.50700896184,198392.12895397982,161666.77187373696,209757.28013665788,249005.7196612889,176544.9663088878,118887.92808124739,147814.13035032526,114899.67151534329,110400.51093741157,112355.98148118833,100588.47928767414,145083.7878413005,167314.0933645441,232101.43737235432,105212.68235370191,119846.65053571807,113904.06411618856,213380.19276817687,204204.07788580787,107391.18109362108,,125340.80602267718,119852.07923143932,110041.02617463323
2012-06-01,214281.6195622631,278056.0615106972,130626.07921008236,253588.39487686995,273850.03475386853,133707.91698643522,96550.70601461724,288684.48054924066,143973.2130731431,220231.34323917865,214185.28884916633,140847.63782268838,362449.36633418413,128548.51511652314,412931.6268793475,204358.12609570718,190611.89653499448,118485.17634121473,186172.3138137044,157403.8542893162,150470.67257383504,242413.33876311182,154659.22602134562,137955.2338983519,147611.66056672684,215816.62479029488,132748.42982388966,198873.9717484805,161863.24315062337,209866.27934746793,250446.52739079468,177033.02714892698,120181.30585580932,148246.65636353332,115417.31105184233,110854.14271431715,112620.65548062809,100973.04759212804,146370.133283259,168830.5706578409,231727.50722715585,105653.40521095264,120408.60442114917,114568.00988559487,212884.67441794966,205465.0412548162,107658.30762642571,151541.35479330344,125731.62127824618,120387.62431507983,110199.69329852391
2012-07-01,215189.2004133428,279643.4479716875,131261.24571061318,253926.52026744478,273739.6498199226,134200.1839689175,97368.19272468933,289818.0203929935,146728.29659932913,220175.47388347847,215625.04765346495,141090.1453110242,365076.00900170236,130164.78055815684,414406.3348756198,204893.8730213721,192021.76464579793,119122.08864497887,187085.75983942545,158741.0888424432,151190.56773109257,242915.27242263546,154735.82096694133,138181.55828426604,147858.61741137804,216289.51371008286,133122.55510208991,199477.5745823206,162087.91910995825,210043.4203715376,251746.3277294678,177338.63563893246,121543.54511175316,148581.25398246944,116024.99374021041,111347.99258316598,112906.07285785099,101739.77415148955,147660.6309462589,170569.9422985014,231247.2299386392,105957.38428947912,120956.45992962725,115273.79401188767,213029.93777151962,206649.02118550858,108033.80461446045,153254.75176602995,126168.85420267785,120917.03382020404,110352.08920537827
2012-08-01,216002.52900524225,282153.43588745734,131826.04233394848,253938.05743837124,273128.4844339628,134567.7521646605,97969.78228955268,290789.26293163095,149461.00583144266,220392.91365599958,217398.11637969958,141221.0899393465,368329.52040933055,131990.99403417268,416655.8375514971,205022.10183590735,193324.92926706324,119518.21965102076,187784.64640506645,160185.67134880493,151428.003427934,243311.6455048922,154611.33305160815,138247.63056769405,147891.169091803,216820.13542376287,133321.51478915336,200245.21500852573,162121.37029698165,209965.62409608427,252914.17990473486,177146.53238994165,122556.93715966227,148741.04186915158,116411.86296875664,111170.84193456697,113150.80647702313,102178.38598033617,148928.7812115669,172507.14923044338,230679.25676280377,105912.08291116334,121280.86900459992,115771.415024721,212970.53804228362,207492.898168157,108249.68242964266,154757.31074254503,126688.60883201782,121351.27282398759,110341.84546356193
2012-09-01,216784.9111591607,285543.134618005,132426.8835055155,253965.31922617252,272844.1123840495,134882.89478147592,98676.15083637035,291526.4606017918,152356.23632561904,221025.09474118796,219436.47065922664,141276.80476815338,372674.65661467635,133835.57479655862,419497.16568076005,205088.52739858188,194721.25434823593,119884.96909386302,188340.23156511644,161707.42496395623,151456.41994115885,243986.91654111122,154488.39239842544,138377.20029092973,147937.75001859677,217364.73314672115,133542.50740500377,201136.27703035905,162193.5428664315,209739.42362837004,254576.00574229588,177016.91105122995,123497.103693664,148920.04009064005,116774.67391574099,110991.11541506423,113405.77803694141,102727.88616019678,150326.58558883832,174510.3303047154,230011.01963946223,105767.4573798213,121617.82525212051,116024.59104985313,212675.45865193105,208411.98271525674,108429.86796854077,155912.38065709843,127234.53124587373,121764.24214497283,110401.85580007819
2012-10-01,217632.88762988933,289868.913856587,133171.8237546757,253802.39206940177,272640.814691375,135196.97867021934,99416.81843886925,292196.59590995644,154988.61459758112,222017.0030871613,221447.1222327409,141098.8969207571,377522.6138971816,135752.7640103517,422177.72584706574,205086.95220211812,196148.94397122998,120157.39490980603,189079.38065692782,163274.99467852095,151487.62830367076,244743.34969183803,154308.00729591236,138561.90953069003,147924.58486046144,217721.42733696723,133619.96803831353,202423.144067931,162293.14851662927,209686.4515642349,255738.96476538075,176760.0146110932,124332.55803783463,149144.52410776657,116956.53334322655,110590.23228574793,113678.53869941157,103116.49829562572,151722.1247890745,176777.68152534528,229372.20184544913,105594.7902986621,121700.5715096633,116113.50306415913,212189.0493379544,209217.98986540886,108539.6690052731,156543.37279173615,127789.12507900404,121800.23382495437,110459.36942930608
2012-11-01,218450.44819878403,294605.61623578,134226.72865278006,253787.0730606418,272910.98803023674,135559.47411000179,100133.49909471092,293134.4241451835,157371.2664074208,223477.3490374389,223326.79353455058,140786.46903715347,382448.8151990015,137961.43149511868,425032.1812827482,205228.4409817557,197874.99499847624,120601.73801558622,190190.36985244523,164687.43788964025,151494.46087387772,245876.84929673516,154175.36847074595,138704.305266961,147926.3808661387,217805.16571740675,133739.90893655282,203906.2891838303,162711.3952003327,210100.29910752285,256960.1076124072,176854.99316033037,125225.79811616013,149258.41982013817,117158.84425190974,110631.05097296117,113812.09102767672,103353.52707380992,153044.73376187345,178949.68885350818,229130.0079558155,105507.38227002473,121670.10259707093,116208.27147557617,212290.80317238628,210102.6286607808,108871.5759425696,156805.3578256553,128145.1440728152,121711.91309506369,110561.37127684236
2012-12-01,219044.27736909664,299647.0703588373,135632.66516790603,253761.13097700741,273231.41038540663,135923.30743545873,100773.65582275439,294597.68525078456,159303.58666041525,225110.85467463708,224987.21006205757,140473.49229506348,387041.13330230676,140004.69932107718,427074.6984546662,205351.32466370866,199665.72993179402,121033.1033058376,191451.2821782922,165972.67687994524,151513.78803953656,246843.81691440707,154087.50567291977,138791.02702951359,147863.34494189834,217845.7547001361,133632.476473727,205452.7574312673,163243.54401570387,210308.03419123738,257279.94978977277,176808.0803533605,125835.16264746309,149325.81946278285,117367.76869211467,110992.74386467591,113868.46547388363,103553.6035741251,154231.1370664932,181149.37195853982,229198.30678593603,105581.07103894843,121605.15486729868,116341.03325645028,212598.57645566246,210662.72672689843,109323.31091192972,157088.50607921075,128346.32029223454,122003.8567405255,110624.477592283
2013-01-01,219781.7162597426,304422.59723465936,137240.61223693856,254167.51683517706,273790.5928416794,136431.23640911444,101410.98446038603,296455.6616674752,161088.2230322018,227097.73298382523,226679.4259405081,140505.38142479098,390932.0284514404,142310.68623929968,428978.1225522468,205543.89211169453,201649.01997664,121566.39571992669,192465.19456519268,167164.9967943395,151771.41752318075,248130.3812502562,154081.6112384942,138892.36461271375,147809.8827117962,218244.99487812677,133503.51865828724,207123.46290664142,163480.8166381096,210362.735351866,257207.28806486644,176683.2259720663,126125.16465199082,149482.86681585613,117638.32529010637,111443.52402946434,113814.50482030159,103639.97952911479,155366.90780035738,183478.06013179422,229734.39755040788,105598.74335368979,121586.64450877463,116513.071639275,212977.8001680853,211418.6550463367,109813.33349641094,157625.80298054466,128457.41464168113,122677.32677712086,110751.58660050317
2013-02-01,220686.92022084317,308648.7275208391,138882.13277699132,254843.39847010645,274335.58601505874,137076.70395185772,102150.28241211206,298505.5846600236,162774.17686577517,229076.13863720183,228265.63737191886,141030.36316413453,394425.3200365301,144657.32797842755,430538.01524416084,206138.47247285812,203400.3223395352,122262.94947872178,193064.16174245902,168345.26756240774,151734.13260277853,249441.92265508036,154102.87925906197,139161.8755969263,147919.93694874525,219060.21117040204,133602.13269456566,208927.04975624927,163314.6560125655,210563.30532701578,256690.1962831982,176709.46331610624,126286.40314594728,149878.84562526635,117958.92503173756,111437.97302856499,113841.29687860138,103304.11723663121,156605.15588215148,185335.43139086067,230448.65093089585,105606.20352683096,121666.64999337452,116598.64362169294,213043.77414275522,212143.1638614349,109966.69082233291,158323.4476123105,128748.35036834255,123259.84592379403,110964.59451119305
2013-03-01,221627.97148105895,312278.9999403921,140557.26100826476,255639.3409759871,274761.7459542558,137841.6623362821,103118.34899796468,299853.43371240835,164689.34368854284,230885.15928372976,229515.96185997024,141816.04902365015,396534.44792720285,147410.14555538542,432563.7961472616,206552.5294863179,205119.4420633129,123318.23838578921,193371.24579797234,169525.94708859004,151925.87012796695,250755.25705460692,154336.84017864292,139581.83662091297,148156.34345567194,220055.8365762517,134057.34852594906,210712.87470317047,163145.01025383009,211431.36658787102,256021.88863352683,176701.31459610234,126525.35179656257,150381.91483415535,118298.98338002762,110973.60726353862,113851.89431982081,102963.07683048434,157957.55792778006,186836.47607000326,231000.60989040296,105518.58509591637,121780.8797226044,116559.08521361383,213440.74045757845,212851.38596098832,110055.52900874498,159111.01866330978,129142.13248820421,123720.21749076557,111376.08290052939
2013-04-01,222393.31439304282,316552.47188178584,142282.57453268216,256390.89561096238,275253.492459134,138567.88641104093,104274.99266914935,301083.77918857406,167009.27194550095,232551.71014864466,230624.23361118324,142895.95671207327,398615.5339738961,150660.8602321426,434161.18856886524,207203.80351247787,206959.00501855175,124643.7975347143,194038.4072245519,170598.38608833004,152382.89108019887,252064.76469795944,154774.5341763735,140085.28131343285,148511.48499834258,220932.31354126905,134763.7041232355,212426.58778712968,163211.52322365902,212699.12339007334,256115.25201521514,177333.2847384858,126994.4505167725,150925.10550450507,118587.88806078926,110544.9606301877,113975.33924935774,102486.94140260028,159464.1177578521,187682.9027895562,231432.64634428616,105510.44584534639,122069.73326069419,116544.64890961505,214076.26100964154,213435.43549529486,110167.65479172,159833.8546327025,129613.46887965407,124191.84884024815,111954.00364780414
2013-05-01,223220.83629351118,322390.0958546071,144228.56935314255,257241.9203317218,276100.08075695153,139396.7512665357,105665.25751819745,302465.8188080415,169736.29230744953,234455.32989873723,231895.26835413827,143821.3922247791,401539.8095129239,154713.74051986626,436539.99371420074,207881.10461496873,209163.68956761822,126294.46209108717,195032.4336533964,171828.0021558636,153309.1343141556,253710.24649797904,155422.26743813205,140654.8267975202,149034.2698611125,221706.60098747085,135576.32943917104,214372.47691554777,163629.14846193112,214086.04401463954,256755.26464043432,178149.57130014725,127660.71304269106,151521.14204260588,118795.16082298827,110207.05527642994,114279.20913363581,102222.44326558422,161207.2492280991,188943.1039478523,231866.82452202376,105745.23257529386,122478.15508117054,116674.395700406,214530.95522065865,213908.62641635083,110360.32407806859,160606.33623712542,130012.5171404999,124854.14305714384,112706.2973460037
2013-06-01,224326.77165497057,329454.1342061286,146135.4873255455,258424.23648693142,277105.9009304666,140385.80590130482,107154.80834539198,304538.1782966577,172598.85782926474,236533.9971719532,233599.8075244911,144956.49627259336,406030.9211257275,159517.69303299233,439415.4223703824,208919.66684359676,211517.3046038067,127977.07143426017,196160.54844028677,173194.41775219692,154442.6008003984,255467.54101942867,155968.71553465995,141251.94933493092,149684.2271898306,222428.09989568705,136235.23183298318,216606.61223676094,164035.79016939618,215455.31349905688,258083.65471102402,179378.1685119916,128240.51761183511,152158.07450484813,118943.88519494001,110227.06682675886,114736.79598553013,102027.82831053685,162976.4749763422,190338.45714163766,232465.62590333214,106221.32242547767,123047.24410633296,117018.1261296082,215278.82043047063,214326.9462717025,110596.5275752188,161268.87240600897,130447.12577527198,125413.78213980595,113376.3865380345
2013-07-01,225387.24979975747,336530.3735314211,147967.2599344462,259602.34748942513,278240.351063635,141335.0018082231,108591.94009486289,306718.23642140836,175349.08570641835,238503.3994012582,235572.9924391512,145882.53433196337,410969.42552902846,164303.4743780257,443102.3225205203,209745.72186873123,213736.49960029824,129613.52329189183,197022.91725752907,174718.7856332125,155196.45660130086,256929.31730305578,156129.80575546835,141764.49005104575,150349.71976216327,222908.66904275317,136681.68592320126,218816.69426545498,164103.58177654713,216622.18268342296,259448.8036665578,180279.5731100325,128631.29052622616,152703.49477231698,118966.59057584441,110182.24877321381,115265.46007782895,101717.84460678906,164622.07891891783,191741.9716549871,233105.86486310532,106696.85963948148,123671.96023050637,117324.0666233097,215905.8775870162,214313.48064232487,110761.56865815609,161803.62797897906,130904.14528148434,125852.3364646292,113903.28444259304
2013-08-01,226400.2553354317,343298.62891441263,149716.13681878507,260660.3436722641,279570.79784010496,142255.2126248087,110186.29747518373,308673.3885031826,177957.89829492677,240244.9706691217,237621.2657656744,147100.33310111723,415789.7098166456,168579.67379604897,447167.979654541,210593.91571544428,215769.58035283114,131145.9741659303,197897.11102947313,176428.68377793874,156079.9182566776,257917.07787607916,156186.00821063048,142291.82260207235,150983.85982101667,223371.7892963532,137044.04560475002,220981.34101985887,164140.22980911937,217644.67183366747,260740.6054236414,180989.35580579765,128987.0671774531,153357.57280890542,119074.1823856705,110536.62921959504,115836.43058106741,101821.50891147887,166073.91149402593,193270.56586212188,233645.45679348437,107232.72239599348,124501.7727826877,117712.10781345768,217068.51080553545,214284.52264685955,111154.72976277418,162417.0951576895,131531.73188144513,126491.87184921921,114382.43585295434
2013-09-01,227226.85966311276,349931.4466595229,151415.75257412542,261425.2948026027,281128.2735738403,142973.44951803386,111598.31138559034,310439.5294321343,180337.90246488838,241949.7041254147,239593.93452407458,148208.2194098177,421392.71746249247,172415.85856625345,452126.02208878676,211494.45457787786,217586.59955501303,132462.04937043175,198829.4698856289,178074.10190407324,156795.2281586864,258835.89537402484,156115.4460394122,142751.64462930922,151494.49859521518,223933.63233558382,137369.84142496056,223024.71853236758,164036.12089677752,218558.3671145457,262229.4117196482,181525.81760126815,129283.28315999219,153949.213123893,119237.34141497058,110619.09392906225,116297.27000243684,102160.62707074801,167422.28885081515,194751.5242533084,234087.54788603596,107520.60532446,125221.81981603168,118007.35260876922,218022.67611504378,214457.44532967615,111408.42052206723,162974.96678052834,132061.48675565652,126921.83659188559,114771.67789590987
2013-10-01,228077.7539317771,356482.37645075115,153210.1868185559,262237.2689183372,282674.49241621554,143792.3988540344,112947.76602114784,312266.0413375123,182462.20053655215,243723.21521719135,241475.9727926976,149623.05041029697,427546.2518018647,175928.32709829762,457401.4032572536,212544.28850328072,219289.60365357075,133810.05183920744,199864.84086889887,179712.38284568,157408.18699681453,259930.03200946472,156334.1426669444,143329.50936209175,152013.63090033465,224498.2860034284,137839.33902686276,225095.94627269855,164049.32669056495,219466.336277702,263119.8623620376,181906.9044908037,129767.08080558565,154549.8469695684,119546.70384264698,110987.52811418816,116686.91214674723,102904.2163597759,168768.51769908433,196538.47152413137,234538.07991066924,107827.60553909857,125918.16617092885,118428.26314252529,219605.27446575623,214952.63441437323,111929.16621796077,163792.42173046723,132614.75421139062,127393.8449649109,115151.48097980434
2013-11-01,228642.19843910352,361977.32915776875,154795.10116657114,262910.1021318357,283550.42165100476,144542.54954786444,113783.73967647302,314062.58054246573,184064.77592821245,245377.62519276235,243105.80745750005,150846.53261458228,432868.8798850337,179006.2229703949,461530.47592369834,213203.27208041618,220621.70773505632,134887.1504577199,200710.579852637,180961.42107972503,157619.7619491974,261184.2345235873,156491.13634738576,143678.0398287013,152275.5388758042,224330.0876565443,138168.45883130876,226873.32372181906,163876.00242363918,220306.21558718418,263517.879164805,182120.62690861776,130069.97456268682,154671.220018261,119622.452292922,111135.52247523807,116775.35398843103,103205.12604370453,169706.33847759877,197848.0006609305,234963.95355348918,107877.96723119519,126163.22711288715,118720.4833239637,221304.58028094503,215205.37891433804,112414.79070675156,164284.0011810362,132866.42867897925,127683.31282839,115229.16082525987
2013-12-01,229070.80848181646,366403.6066419151,156412.14657780467,263364.54361307976,284220.5602587724,145384.10689864785,114497.3988819901,315931.3070790051,185220.1743818284,247090.7448725314,244602.5272524168,152001.7856327945,436664.7334448823,181143.49249738792,464569.9515115346,213685.71291091168,221564.73319881677,136065.05758919747,201602.3702537164,182124.52026733337,157322.25768284217,262555.55875123834,156704.48945175813,144039.69382873015,152509.30777894924,223862.29618369706,138628.20767970502,228634.43842075035,163800.85101905925,220830.18017662223,262972.67822229955,182117.85919269617,130461.56623930577,154865.83503901275,119500.60079690139,111373.34724993596,116830.33761264058,103053.13508687704,170420.0176600079,198860.89854295738,235416.13856883592,108007.5657090184,126196.77794065175,118922.24032112707,222646.00034678556,215246.66799688924,112916.62893821644,164526.24389608292,133178.20229121018,127954.53241669253,115304.56465637161
2014-01-01,229419.5250788133,369607.25302138465,157951.29978362354,263755.02266871737,285144.2738457823,146372.47515459429,115213.96487950161,317709.10535297665,186398.97351160724,248800.32708861944,245856.2936823063,152842.55454071827,439087.251185203,182594.66219241323,466926.11274206545,214118.82578086483,222325.91230323422,137132.71160063116,202531.16840842282,183143.73901848783,156930.726970882,263892.76380129735,156845.3204967431,144373.76969509808,152745.79258772804,223504.0124511406,139036.840324468,230277.3809072394,164120.17524633452,221236.5103232394,262154.4561558518,182116.96616294622,130801.89250093116,155111.91283559415,119497.39002780434,111601.1184008686,116887.41009138575,102535.44250894854,170923.52081010674,199464.11392906855,235779.5817439245,108096.20750112382,126112.19242640618,118937.67515491747,223596.54541615935,215193.6942080676,113187.53674774128,164626.2508948133,133331.0631536698,128206.64259530797,115273.30217399931
2014-02-01,229695.41757961002,372255.8783998524,159610.01626208774,264289.96857918304,286798.37844176876,147488.13970428554,116176.62631070871,319298.8280476684,187655.57747148225,250465.31835365223,247136.9669927132,153751.55320436633,441987.06409486034,184052.39786333436,469556.4884733322,214650.11693431842,222952.39851183162,138326.6543066696,203408.89756257343,184278.1141238948,156686.780866084,265244.2082530008,156943.97228874863,144962.09906622293,153234.29512541133,223707.20336415304,139628.39684724083,231878.64714889423,164697.9933069204,221616.84930730707,261339.43666704695,182183.8125540566,131307.48720849687,155713.92737698843,119771.98480510422,112006.35359756603,117110.67129029818,102118.19290319215,171587.1254906034,199929.0614150872,236031.47673451633,108261.38473666961,126110.28423405706,118799.64405616863,223976.93560011,215240.15466775428,113326.47433522229,164544.83658156026,133544.7452017876,128223.99717128235,115383.58235750398
2014-03-01,230173.96761468783,374664.6530230897,161165.60082516304,265272.2292408529,288958.46149099787,148613.65079109353,117049.5042610253,320709.65287098853,188924.03910692912,251981.50946297764,248355.5506187404,154542.59288962642,444544.2731218738,185589.47033829894,472452.77777338965,215236.30339251866,223792.94107870167,139434.85913417058,204264.89663461433,185430.25756416676,156545.3640350824,266570.23540070886,157042.20541804007,145497.4434464105,153759.2389107654,224109.46869349852,140130.2061400869,233454.46113524912,165258.14222291167,222371.88855278378,260832.17821133646,182327.63435876823,131694.10758168375,156403.49264615332,120012.88131935631,112315.58919836865,117352.88034795772,101395.73063506607,172364.9192860697,200243.70213801484,236409.8846215553,108315.77484353911,126204.93805342284,118745.16212698388,224415.4520460778,215340.56647237847,113340.87816029141,164606.31261750945,133753.36873485136,128471.37691981533,115529.85198173743
2014-04-01,230737.69110743186,377602.2941973701,162550.8814711415,266415.5721098473,291073.66395099787,149592.00915987627,118039.21605170642,322191.3643910419,189874.77756100908,253322.6248823814,249754.3425493143,155350.57588907285,447759.2681916649,187443.29209561492,475479.45651924843,215790.93127000312,224517.6091294964,140570.31951270532,205033.9352393418,186480.440949323,156610.57146677098,268011.1776853117,157288.13211094818,146052.9739965336,154307.11098206558,224385.66011650642,140757.74341109968,235003.60770307807,165632.1294497235,223607.5920772054,261223.07693965526,182588.72761948826,132083.50649742506,157172.23915006896,120206.99431332649,112620.25939780513,117787.08392191464,100805.13813120457,173188.96928052706,200616.68834354272,236928.82117905948,108565.47969151118,126455.60203922981,118811.61430436501,224301.85323967878,215537.63515002342,113465.68711398012,164676.46396652109,134149.6146989248,128977.6532186001,115928.19772815036
2014-05-01,231612.39008403177,380737.0625433792,163917.2372771384,267774.78810593195,293079.7817756909,150583.0628173943,119020.01533654075,323889.1420988397,190647.0850701823,254773.2994823124,251261.62664436977,156184.62674970925,450593.0019056471,189308.71579578755,478800.3817132958,216660.2871243446,225428.8978070647,141733.97411634072,206066.89006675454,187437.8075081942,156830.48720269665,269259.1450560276,157737.48111396306,146607.5671905337,154881.97747267797,225136.32629163598,141486.12652183385,236752.49749526245,166189.65694459665,224934.40510596268,262104.98753207433,183266.3391997137,132439.27604274612,157952.0529455406,120496.94021863038,113065.98845775212,118392.01380228759,100186.81189738242,174196.961756659,201213.30022156483,237675.59507682757,109029.91988247824,127003.21258500085,119212.10215543844,224686.93406184055,216184.2054055382,113778.16652120207,165017.6343530755,134700.99601182053,129696.42354895361,116621.96683364098
2014-06-01,232211.67739009016,383318.59635705926,165049.53737106224,268712.33413949684,294270.4092509356,151589.2597546001,120135.868663024,325192.7233715224,191197.0115026728,255832.2791807654,252794.76597369695,157075.8086966081,453361.75901568355,191446.64578198144,481549.1005298958,217425.0942177139,226030.07415508237,142708.25804878274,206883.12206094083,188032.2969359966,157393.26496987254,269978.73388080153,158212.45943450552,147157.2275317541,155368.20212596128,225813.20306634743,142257.2269001699,238153.6886319447,166491.34523490386,225763.48983193573,262556.7661815707,184054.00361281508,132699.833463972,158582.69198939213,120905.34879414666,113696.59729273536,119046.47898079072,100113.89765339215,174969.18762378892,202102.7345516159,238104.26106834927,109716.23001261613,127705.09910142185,119739.05640142171,224965.69659304104,216706.15049488706,114303.24094380089,165502.6601090794,135273.30537909138,130467.16498105286,117365.91161655776
2014-07-01,232661.63751050574,385016.0003714696,166216.0814017613,269483.94568301854,294943.84598913445,152735.1224650308,121184.67563460837,326116.72215850785,191680.64164993423,256711.33578312304,254411.79730878735,158063.12444079272,456229.49810048705,193338.2510083356,484174.2719925957,218136.3012146652,226642.05227773986,143551.42073773677,208110.12739155258,188498.9347521862,158260.0266637784,270216.52744391543,158706.58846514617,147709.68559726747,155776.76246137603,226780.8515938912,142952.41608655313,239472.6146039092,166772.2879547753,226082.5353505834,263057.42730466626,184889.246338029,133007.35441900455,159093.78121771425,121330.95654770145,114556.9510918132,119739.09205229233,100705.59127367604,175850.9597398513,203477.35200541877,238286.32656146828,110372.80894053925,128467.47662131516,120344.40398097603,225751.47658266322,217431.7866785533,114895.35929024771,166219.86648928068,135869.257855462,131182.6956555564,118039.58350994966
2014-08-01,232944.99748433926,386504.2009387138,167208.75547339968,269942.7533312158,295162.8425584662,153765.54600426398,122012.89428965775,326492.98245848186,192121.68739001092,257313.0600343734,256040.31193179006,158878.31999642504,458811.4675390634,194653.6605253033,486503.81132476573,218566.26047597328,227207.52362710438,144216.222323105,209194.21591378772,188830.59040636406,158949.9156018929,270368.4491758913,158949.6154889733,148027.42222545733,155990.90555235962,227359.90389893437,143378.26074257665,240655.72450117965,166671.76142544256,226103.81588957203,263526.60147688695,185263.46161976855,133278.4869879533,159377.98968355535,121723.31571822891,115510.40801059641,120308.89475197683,101707.94993755127,176533.76942202574,205067.028445731,238062.52839628575,110801.2871615215,129082.72211649567,120880.46152907237,226419.94775166284,218042.0542053928,115436.96750585322,167007.7616048657,136399.35630819172,131631.10741453271,118434.76813741213
2014-09-01,233312.02322691362,388961.1591262314,168240.55404068055,270558.4127695344,295473.89457550837,154674.04944564519,122591.6524433896,327088.5554268811,192614.23182170792,258138.35174568405,258021.76174277847,159474.99058567654,461333.3438523488,195654.3974876101,489778.2196976531,218898.52840261298,227852.45563960707,144816.14176168168,210330.74556580003,189180.44886911474,159477.2665841086,270909.89209405513,158972.58896813067,148244.2209735006,156152.44796606156,227969.63501587964,143671.2441618842,242028.32725968809,166593.44069343366,226364.8619904128,265218.4792740156,185432.73181205124,133415.78543049286,159400.6331482927,122062.3230407437,116368.56732502884,120745.08156532866,102675.56765421659,177223.01874447885,206638.759323224,237706.3094508831,110940.24421892723,129463.15755682318,121289.0800261249,227451.4649104532,218865.05673643204,115884.10689985236,167694.20783865862,136739.32074766385,131687.27172898478,118637.60617986474
